#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2018 09 28 04 50 332  3.2  4.1  1.11 12.90  7.91 194 1011.8  14.1  13.9 999.0 99.0 99.00
2018 09 28 05 50 320  2.9  3.7  1.15  9.09  7.80 315 1011.7  14.1  13.8 999.0 99.0 99.00
2018 09 28 06 50 337  2.8  3.8  0.96 16.00  7.36 186 1011.9  14.0  13.8 999.0 99.0 99.00
2018 09 28 07 50 351  2.4  3.5  1.15 16.00  8.03 188 1011.7  13.8  13.8 999.0 99.0 99.00
2018 09 28 08 50 286  2.4  3.5  1.06 16.00  7.61 189 1011.8  13.8  13.8 999.0 99.0 99.00
2018 09 28 09 50 325  3.1  3.7  1.07 16.00  8.01 185 1011.8  13.8  13.7 999.0 99.0 99.00
2018 09 28 10 50 334  3.6  4.5  1.08 16.00  8.51 195 1011.2  13.8  13.7 999.0 99.0 99.00
2018 09 28 11 50 331  3.1  4.5  1.07 14.81  8.08 195 1011.1  13.8  13.7 999.0 99.0 99.00
2018 09 28 12 50 321  2.2  2.6  1.08  9.09  8.05 302 1011.7  13.9  13.7 999.0 99.0 99.00
2018 09 28 13 50 347  1.3  1.8  1.11 14.81  8.18 189 1012.0  14.0  13.6 999.0 99.0 99.00
2018 09 28 14 50  55  1.3  1.8  1.00 14.81  7.81 194 1012.1  13.9  13.6 999.0 99.0 99.00
2018 09 28 15 50  38  0.9  1.8  1.05 14.81  7.85 191 1012.3  14.0  13.8 999.0 99.0 99.00
2018 09 28 16 50  95  1.8  2.2  1.02 17.39  7.79 202 1012.3  13.7  13.7 999.0 99.0 99.00
2018 09 28 17 50 120  2.0  2.4  0.93 14.81  7.36 197 1012.7  13.8  13.8 999.0 99.0 99.00
2018 09 28 18 50 149  2.0  2.5  0.97 14.81  7.99 202 1012.5  13.8  13.7 999.0 99.0 99.00
2018 09 28 19 50 157  3.7  4.2  1.00 14.81  8.02 200 1012.1  14.0  13.8 999.0 99.0 99.00
2018 09 28 20 50 136  2.1  2.7  0.97 13.79  8.07 205 1011.7  14.3  13.9 999.0 99.0 99.00
2018 09 28 21 50 127  1.6  2.1  0.94 14.81  7.94 193 1011.0  14.6  14.0 999.0 99.0 99.00
2018 09 28 22 50 181  1.5  1.9  0.87 14.81  7.79 187 1011.1  14.9  14.4 999.0 99.0 99.00
2018 09 28 23 50 215  2.2  3.0  0.93 14.81  7.95 202 1010.5  15.4  14.5 999.0 99.0 99.00
2018 09 29 00 50 254  2.1  2.6  0.90 11.43  7.63 198 1010.4  15.6  14.2 999.0 99.0 99.00
2018 09 29 01 50 291  1.3  1.6  0.92 14.81  7.72 187 1010.2  14.7  14.2 999.0 99.0 99.00
2018 09 29 02 50 282  1.5  1.9  0.96 14.81  7.97 184 1010.6  14.7  14.0 999.0 99.0 99.00
2018 09 29 03 50 250  1.9  2.5  0.93 14.81  7.75 195 1011.0  14.5  13.9 999.0 99.0 99.00
2018 09 29 04 50 253  0.5  1.2  1.06 13.79  8.35 189 1011.1  14.2  13.8 999.0 99.0 99.00
2018 09 29 05 50 244  0.6  1.2  0.99 14.81  8.02 201 1011.3  15.0  14.0 999.0 99.0 99.00
2018 09 29 06 50 197  0.7  1.1  0.89 13.79  7.58 219 1011.2  15.1  13.8 999.0 99.0 99.00
2018 09 29 07 50 190  1.7  2.1  0.87 13.79  8.13 186 1011.1  15.1  13.9 999.0 99.0 99.00
2018 09 29 08 50 163  1.0  1.7  0.89 14.81  8.03 185 1011.1  15.1  13.9 999.0 99.0 99.00
2018 09 29 09 50 142  2.7  3.1  0.84 13.79  7.99 188 1011.0  15.0  13.9 999.0 99.0 99.00
2018 09 29 10 50 148  2.2  2.6  0.86 14.81  8.16 194 1011.1  14.8  13.9 999.0 99.0 99.00
2018 09 29 11 50 168  2.8  3.3  0.75  8.33  7.85 296 1011.2  15.2  14.1 999.0 99.0 99.00
2018 09 29 12 50 155  4.2  4.8  0.84 13.79  8.25 187 1011.3  15.2  14.2 999.0 99.0 99.00
2018 09 29 13 50 164  5.2  6.1  0.93 13.79  7.23 183 1011.3  15.3  14.3 999.0 99.0 99.00
2018 09 29 14 50 145  5.0  5.7  0.88 13.79  6.32 191 1011.5  15.4  14.5 999.0 99.0 99.00
2018 09 29 15 50 155  4.3  5.2  0.81 13.79  6.12 200 1012.2  15.5  14.6 999.0 99.0 99.00
2018 09 29 16 50 142  3.7  4.4  0.84  9.09  5.71 283 1012.7  15.5  14.9 999.0 99.0 99.00
2018 09 29 17 50 135  3.9  4.9  0.84 13.79  5.28 195 1013.0  15.5  14.9 999.0 99.0 99.00
2018 09 29 18 50 147  4.3  5.1  0.82 13.79  5.00 191 1012.6  15.9  15.2 999.0 99.0 99.00
2018 09 29 19 50 154  4.9  5.8  0.85 13.79  4.73 194 1012.6  16.0  15.6 999.0 99.0 99.00
2018 09 29 20 50 166  5.5  6.2  0.89 13.79  4.70 199 1012.2  16.1  16.0 999.0 99.0 99.00
2018 09 29 21 50 160  5.6  6.5  0.88 10.81  4.82 188 1012.0  16.1  16.0 999.0 99.0 99.00
2018 09 29 22 50 154  4.9  5.6  0.88 12.90  5.04 180 1012.0  16.1  16.1 999.0 99.0 99.00
2018 09 29 23 50 166  5.1  6.1  0.88 13.79  5.35 192 1011.8  16.1  16.1 999.0 99.0 99.00
2018 09 30 00 50 176  3.9  4.9  0.93 13.79  4.99 185 1011.5  16.0  16.0 999.0 99.0 99.00
2018 09 30 01 50 159  3.9  4.7  0.86 12.12  5.36 184 1011.5  15.7  15.8 999.0 99.0 99.00
2018 09 30 02 50 177  3.3  4.1  0.85 10.81  5.70 200 1011.5  15.8  15.8 999.0 99.0 99.00
2018 09 30 03 50 168  3.0  3.6  0.95  9.09  6.12 295 1011.8  15.8  15.6 999.0 99.0 99.00
2018 09 30 04 50 176  2.7  3.6  0.85 13.79  5.59 183 1011.9  16.0  15.6 999.0 99.0 99.00
2018 09 30 05 50 146  3.3  4.0  0.99 11.43  5.86 171 1011.9  16.1  15.5 999.0 99.0 99.00
2018 09 30 06 50 144  2.5  3.0  0.96 11.43  6.09 168 1012.3  16.1  15.5 999.0 99.0 99.00
2018 09 30 07 50  92  2.7  3.3  0.87 11.43  6.18 162 1012.4  15.6  15.5 999.0 99.0 99.00
2018 09 30 08 50 109  4.5  5.2  0.85 17.39  6.39 197 1012.1  15.6  15.5 999.0 99.0 99.00
2018 09 30 09 50 120  4.0  4.8  0.86 10.81  6.35 156 1012.0  15.4  15.6 999.0 99.0 99.00
2018 09 30 10 50 116  4.2  5.0  0.85 13.79  6.87 190 1011.9  15.4  15.7 999.0 99.0 99.00
2018 09 30 11 50 121  4.7  5.5  0.81 19.05  6.70 190 1011.8  15.0  15.8 999.0 99.0 99.00
2018 09 30 12 50 111  2.4  3.0  0.85 14.81  7.20 187 1012.4  14.8  15.7 999.0 99.0 99.00
2018 09 30 13 50 134  2.9  3.4  0.82 19.05  7.71 210 1012.2  14.8  15.7 999.0 99.0 99.00
2018 09 30 14 50 118  3.0  3.5  0.86 19.05  7.81 197 1012.5  15.2  15.6 999.0 99.0 99.00
2018 09 30 15 50  97  3.6  4.3  0.81 17.39  7.33 182 1012.5  15.4  15.6 999.0 99.0 99.00
2018 09 30 16 50 103  4.0  4.7  0.94 10.00  7.35 174 1012.8  15.1  15.7 999.0 99.0 99.00
2018 09 30 17 50  96  3.3  4.1  0.86 12.12  6.69 191 1012.7  15.2  15.7 999.0 99.0 99.00
2018 09 30 18 50 124  1.5  2.2  0.88 19.05  6.61 218 1012.6  15.7  16.0 999.0 99.0 99.00
2018 09 30 19 50 214  1.6  2.2  0.88 11.43  5.88 192 1012.0  16.4  16.4 999.0 99.0 99.00
2018 09 30 20 50 239  3.0  3.5  0.94 19.05  7.07 205 1011.5  16.6  16.6 999.0 99.0 99.00
2018 09 30 21 50 248  3.9  4.5  1.04 19.05  8.11 215 1010.9  16.5  16.5 999.0 99.0 99.00
2018 09 30 22 50 289  2.6  3.0  0.86 16.00  7.45 188 1010.8  16.5  16.4 999.0 99.0 99.00
2018 09 30 23 50 324  2.8  3.2  0.87 17.39  7.91 185 1010.6  16.4  16.3 999.0 99.0 99.00
2018 10 01 00 50 349  2.9  3.5  0.87 19.05  8.75 199 1010.1  16.1  16.3 999.0 99.0 99.00
2018 10 01 01 50 306  3.0  3.8  0.87 17.39  8.94 188 1010.3  16.1  16.2 999.0 99.0 99.00
2018 10 01 02 50 320  3.5  4.3  0.86 12.12  8.41 178 1010.4  16.0  16.2 999.0 99.0 99.00
2018 10 01 03 50 300  1.2  1.4  0.94 17.39  8.97 201 1011.3  15.9  16.1 999.0 99.0 99.00
2018 10 01 04 50 256  3.1  4.0  0.94 16.00  8.26 180 1011.2  15.8  16.0 999.0 99.0 99.00
2018 10 01 05 50 258  3.8  4.8  0.94 11.43  8.43 169 1011.0  15.5  16.0 999.0 99.0 99.00
2018 10 01 06 50  43  0.1  0.6  0.95 11.43  8.61 168 1011.2  15.1  15.9 999.0 99.0 99.00
2018 10 01 07 50  51  0.2  0.6  0.98 16.00  8.76 164 1011.4  14.7  15.8 999.0 99.0 99.00
2018 10 01 08 50  89  2.7  3.4  1.10 13.79  9.10 168 1011.3  14.4  15.9 999.0 99.0 99.00
2018 10 01 09 50  86  2.5  3.3  1.01 17.39  8.95 207 1011.1  14.3  15.8 999.0 99.0 99.00
2018 10 01 10 50 105  3.7  4.4  1.01 12.90  8.53 162 1010.7  13.8  15.0 999.0 99.0 99.00
2018 10 01 11 50 128  3.9  4.8  1.04 13.79  9.17 161 1011.0  13.7  14.6 999.0 99.0 99.00
2018 10 01 12 50 161  2.5  3.2  1.08 12.90  9.98 164 1010.9  13.5  14.5 999.0 99.0 99.00
2018 10 01 13 50 181  2.8  3.8  1.10 12.90  9.83 162 1011.4  13.9  15.5 999.0 99.0 99.00
2018 10 01 14 50 113  4.0  4.8  1.13 12.90  9.79 171 1011.7  14.0  15.5 999.0 99.0 99.00
2018 10 01 15 50 113  4.8  5.5  1.21 12.90 10.26 175 1011.8  13.9  15.7 999.0 99.0 99.00
2018 10 01 16 50 133  4.2  5.1  0.94 16.00  9.32 175 1011.9  13.9  15.4 999.0 99.0 99.00
2018 10 01 17 50 114  3.2  4.3  1.15 12.12  9.86 176 1011.8  13.9  15.7 999.0 99.0 99.00
2018 10 01 18 50 125  3.3  4.2  1.13 13.79  9.71 181 1011.2  13.8  16.0 999.0 99.0 99.00
2018 10 01 19 50 168  3.4  4.1  1.04 12.90  9.29 176 1010.7  14.8  16.1 999.0 99.0 99.00
2018 10 01 20 50 183  2.6  3.1  1.22 13.79  9.49 175 1010.2  15.4  16.2 999.0 99.0 99.00
2018 10 01 21 50 200  3.6  4.3  1.33 12.90 10.10 173 1009.2  15.8  16.4 999.0 99.0 99.00
2018 10 01 22 50 203  4.2  5.1  1.25 12.90  9.86 166 1009.1  15.6  16.5 999.0 99.0 99.00
2018 10 01 23 50 219  3.1  3.8  1.17 12.12  9.43 163 1009.0  15.8  16.5 999.0 99.0 99.00
2018 10 02 00 50 273  0.7  1.2  1.19 12.12  9.41 164 1008.6  16.0  16.5 999.0 99.0 99.00
2018 10 02 01 50 108  1.0  1.7  1.17 12.12  9.37 172 1008.3  15.7  16.5 999.0 99.0 99.00
2018 10 02 02 50 184  1.2  2.4  1.21 13.79  9.11 174 1008.3  15.6  16.5 999.0 99.0 99.00
2018 10 02 03 50 166  1.3  2.0  1.28 13.79  9.13 162 1008.2  15.5  16.5 999.0 99.0 99.00
2018 10 02 04 50 151  2.9  3.6  1.25 12.90  8.69 169 1008.6  15.4  16.4 999.0 99.0 99.00
2018 10 02 05 50 160  2.8  3.4  1.29 12.90  8.72 164 1008.7  15.0  16.3 999.0 99.0 99.00
2018 10 02 06 50 124  3.1  3.6  1.26 12.12  8.80 168 1008.5  15.4  16.2 999.0 99.0 99.00
2018 10 02 07 50 150  1.3  1.9  1.29 12.90  8.91 168 1008.5  15.8  16.2 999.0 99.0 99.00
2018 10 02 08 50 104  4.0  5.0  1.29 12.90  8.80 172 1008.2  15.3  16.2 999.0 99.0 99.00
2018 10 02 09 50 112  4.3  5.1  1.38 12.90  8.80 168 1008.0  14.8  16.3 999.0 99.0 99.00
2018 10 02 10 50 103  5.1  5.9  1.15 12.12  8.36 172 1007.6  15.1  16.2 999.0 99.0 99.00
2018 10 02 11 50 113  4.5  5.3  1.21 13.79  8.44 190 1007.9  15.3  16.0 999.0 99.0 99.00
2018 10 02 12 50 132  3.2  3.8  1.25 12.12  8.93 176 1008.2  15.4  16.1 999.0 99.0 99.00
2018 10 02 13 50 116  2.2  2.8  1.28 13.79  9.15 208 1008.3  16.0  16.1 999.0 99.0 99.00
2018 10 02 14 50  85  2.6  3.2  1.14 10.81  8.71 173 1008.4  15.8  16.0 999.0 99.0 99.00
2018 10 02 15 50 106  3.9  4.9  1.19 12.12  8.93 210 1008.7  16.0  16.1 999.0 99.0 99.00
2018 10 02 16 50 125  2.4  2.9  1.30 13.79  8.68 222 1009.2  16.2  16.1 999.0 99.0 99.00
2018 10 02 17 50 147  2.7  3.6  1.39 12.90  8.26 263 1009.7  16.5  16.3 999.0 99.0 99.00
2018 10 02 18 50 146  2.2  3.0  1.50 12.90  8.87 258 1009.6  16.7  16.3 999.0 99.0 99.00
2018 10 02 19 50 119  2.4  3.5  1.46 12.90  8.06 265 1009.1  16.6  16.4 999.0 99.0 99.00
2018 10 02 20 50 108  4.8  5.9  1.44 12.12  8.01 275 1007.9  16.5  16.5 999.0 99.0 99.00
2018 10 02 21 50 159  5.2  6.3  1.55 12.90  8.64 256 1007.6  16.8  16.6 999.0 99.0 99.00
2018 10 02 22 50 188  5.2  6.2  1.27 16.00  7.08 203 1007.8  16.9  16.4 999.0 99.0 99.00
2018 10 02 23 50 178  4.8  6.3  1.38 12.12  6.92 253 1007.6  16.5  16.2 999.0 99.0 99.00
2018 10 03 00 50 302  2.1  2.8  1.45 12.90  7.15 232 1008.2  16.7  16.1 999.0 99.0 99.00
2018 10 03 01 50 203  2.0  3.7  1.42 12.12  6.48 259 1009.0  16.4  16.2 999.0 99.0 99.00
2018 10 03 02 50 213  1.2  1.7  1.55 12.12  7.05 251 1009.8  16.4  16.3 999.0 99.0 99.00
2018 10 03 03 50 176  3.1  4.8  1.55 11.43  7.00 258 1010.5  16.4  16.3 999.0 99.0 99.00
2018 10 03 04 50 175  2.9  3.9  1.57 10.81  7.02 263 1011.1  16.5  16.2 999.0 99.0 99.00
2018 10 03 05 50  64  0.8  1.4  1.56 11.43  6.94 264 1011.2  16.4  16.2 999.0 99.0 99.00
2018 10 03 06 50  56  1.3  2.5  1.58 11.43  6.75 289 1011.5  16.8  16.1 999.0 99.0 99.00
2018 10 03 07 50  33  1.4  1.8  1.55 11.43  6.82 270 1011.3  16.7  16.2 999.0 99.0 99.00
2018 10 03 08 50  97  2.5  3.7  1.47 12.12  6.47 263 1011.2  16.5  16.3 999.0 99.0 99.00
2018 10 03 09 50  98  3.1  3.9  1.49 12.12  6.94 255 1010.9  16.1  16.2 999.0 99.0 99.00
2018 10 03 10 50 135  3.7  5.3  1.42 11.43  6.86 283 1010.8  16.6  16.3 999.0 99.0 99.00
2018 10 03 11 50 143  3.6  4.6  1.37 11.43  7.00 247 1010.2  16.4  16.1 999.0 99.0 99.00
2018 10 03 12 50 130  4.7  5.3  1.33 10.00  7.39 272 1010.1  16.5  15.7 999.0 99.0 99.00
2018 10 03 13 50  94  3.8  4.7  1.26 11.43  7.37 275 1010.4  16.2  15.7 999.0 99.0 99.00
2018 10 03 14 50 113  4.1  5.0  1.15 10.00  6.84 262 1010.7  15.9  15.8 999.0 99.0 99.00
2018 10 03 15 50 133  4.1  4.7  1.19 16.00  6.81 205 1011.1  16.8  15.9 999.0 99.0 99.00
2018 10 03 16 50 124  4.8  5.6  1.28 10.81  6.08 265 1011.6  17.1  15.9 999.0 99.0 99.00
2018 10 03 17 50  96  2.4  3.2  1.14 11.43  5.90 273 1012.2  16.4  16.0 999.0 99.0 99.00
2018 10 03 18 50 153  8.4  9.8  1.27 10.81  5.35 289 1011.6  17.6  16.1 999.0 99.0 99.00
2018 10 03 19 50 137  5.7  6.8  1.47 10.81  5.51 273 1011.8  17.2  16.3 999.0 99.0 99.00
2018 10 03 20 50 156  6.5  7.6  1.53 10.00  5.53 278 1011.4  16.9  16.2 999.0 99.0 99.00
2018 10 03 21 50 157  5.0  5.8  1.40 10.81  5.44 268 1011.1  16.5  16.1 999.0 99.0 99.00
2018 10 03 22 50 166  5.2  6.3  1.45 10.81  6.03 250 1011.0  16.5  16.3 999.0 99.0 99.00
2018 10 03 23 50 191  5.0  5.9  1.27 12.90  6.27 221 1010.8  16.3  16.3 999.0 99.0 99.00
2018 10 04 00 50 190  3.6  4.2  1.26 10.00  6.68 252 1011.2  16.4  16.3 999.0 99.0 99.00
2018 10 04 01 50 264  1.6  2.0  1.27 16.00  6.93 198 1011.4  16.0  16.3 999.0 99.0 99.00
2018 10 04 02 50  89  0.6  1.0  1.24 10.00  7.17 293 1012.0  16.1  16.4 999.0 99.0 99.00
2018 10 04 03 50 189  1.1  1.9  1.26 11.43  7.58 285 1012.3  16.2  16.5 999.0 99.0 99.00
2018 10 04 04 50 214  1.7  2.6  1.37 12.12  7.72 252 1012.8  16.3  16.4 999.0 99.0 99.00
2018 10 04 05 50 247  1.8  2.4  1.35 11.43  7.75 254 1013.2  16.2  16.4 999.0 99.0 99.00
2018 10 04 06 50 226  0.9  1.4  1.40 10.00  7.79 282 1013.6  15.9  16.5 999.0 99.0 99.00
2018 10 04 07 50 211  1.3  1.9  1.43 10.81  7.94 281 1013.4  15.8  16.5 999.0 99.0 99.00
2018 10 04 08 50 200  1.4  2.0  1.54 10.00  8.27 277 1013.4  15.5  16.4 999.0 99.0 99.00
2018 10 04 09 50 259  0.6  1.2  1.38 10.00  7.77 275 1013.3  15.2  16.4 999.0 99.0 99.00
2018 10 04 10 50  27  0.6  0.8  1.34 10.81  7.80 264 1013.1  15.4  16.1 999.0 99.0 99.00
2018 10 04 11 50  82  0.9  1.5  1.53 16.00  8.30 287 1013.4  15.1  15.9 999.0 99.0 99.00
2018 10 04 12 50  83  1.5  2.2  1.39 10.81  8.19 300 1013.6  14.7  15.8 999.0 99.0 99.00
2018 10 04 13 50  70  1.4  1.7  1.37 16.00  8.13 281 1014.0  15.0  15.9 999.0 99.0 99.00
2018 10 04 14 50  88  1.9  2.4  1.43 10.00  8.27 297 1014.4  15.6  16.1 999.0 99.0 99.00
2018 10 04 15 50 112  2.2  2.8  1.44 16.00  7.99 287 1015.2  16.2  16.2 999.0 99.0 99.00
2018 10 04 16 50 107  2.5  3.5  1.43 16.00  8.14 288 1015.5  16.5  16.4 999.0 99.0 99.00
2018 10 04 17 50 120  2.5  3.0  1.47 16.00  8.37 290 1015.7  16.6  16.6 999.0 99.0 99.00
2018 10 04 18 50 118  1.7  2.4  1.55 14.81  8.86 289 1016.1  16.5  16.8 999.0 99.0 99.00
2018 10 04 19 50 127  1.4  1.8  1.40 14.81  8.41 293 1016.3  16.8  16.8 999.0 99.0 99.00
2018 10 04 20 50 254  0.2  0.5  1.62 14.81  8.54 287 1016.2  18.0  16.9 999.0 99.0 99.00
2018 10 04 21 50 192  1.1  1.6  1.65 14.81  8.90 292 1015.9  17.3  17.2 999.0 99.0 99.00
2018 10 04 22 50 212  2.1  2.5  1.71 14.81  9.20 285 1015.5  17.6  17.0 999.0 99.0 99.00
2018 10 04 23 50 263  2.2  2.8  1.50 14.81  9.26 249 1015.3  17.6  17.4 999.0 99.0 99.00
2018 10 05 00 50 300  5.3  6.4  1.62 14.81  9.74 274 1015.2  16.7  16.9 999.0 99.0 99.00
2018 10 05 01 50 333  7.9  9.5  1.55 14.81  8.84 299 1015.3  15.7  16.6 999.0 99.0 99.00
2018 10 05 02 50 339  8.5  9.9  1.51 13.79  7.29 299 1015.9  15.2  16.4 999.0 99.0 99.00
2018 10 05 03 50 338  8.4  9.9  1.82 14.81  7.29 292 1016.1  15.4  16.2 999.0 99.0 99.00
2018 10 05 04 50 341  7.3  8.6  1.59 14.81  5.98 310 1016.5  15.3  16.2 999.0 99.0 99.00
2018 10 05 05 50 336  7.3  8.3  1.60 14.81  6.54 304 1017.0  15.3  16.0 999.0 99.0 99.00
2018 10 05 06 50 331  7.0  8.2  1.82 13.79  7.33 297 1017.0  15.2  16.0 999.0 99.0 99.00
2018 10 05 07 50 331  6.9  8.4  1.75 13.79  6.92 289 1016.9  15.3  15.9 999.0 99.0 99.00
2018 10 05 08 50 331  7.5  9.4  1.69 12.90  7.09 312 1017.2  15.4  15.8 999.0 99.0 99.00
2018 10 05 09 50 339  7.0  8.5  1.89 13.79  7.15 305 1017.3  15.3  15.8 999.0 99.0 99.00
2018 10 05 10 50 338  5.7  7.3  1.92 12.90  7.77 291 1017.1  15.0  15.8 999.0 99.0 99.00
2018 10 05 11 50 331  7.3  8.8  1.91 13.79  7.26 295 1017.1  15.3  15.8 999.0 99.0 99.00
2018 10 05 12 50 330  6.9  8.4  1.80 13.79  6.91 277 1017.2  15.2  15.9 999.0 99.0 99.00
2018 10 05 13 50 333  6.7  7.8  1.77 13.79  7.00 303 1017.6  15.2  15.9 999.0 99.0 99.00
2018 10 05 14 50 339  5.6  6.9  2.02 13.79  7.59 295 1018.0  15.2  15.9 999.0 99.0 99.00
2018 10 05 15 50 339  6.0  7.4  1.71 13.79  7.14 293 1018.3  15.2  16.0 999.0 99.0 99.00
2018 10 05 16 50 346  4.9  6.1  1.96 12.90  7.69 278 1018.4  15.1  15.5 999.0 99.0 99.00
2018 10 05 17 50 324  5.8  7.2  1.96 13.79  7.93 286 1018.7  15.2  16.3 999.0 99.0 99.00
2018 10 05 18 50 319  6.7  7.8  1.93 13.79  7.72 271 1018.3  15.3  16.4 999.0 99.0 99.00
2018 10 05 19 50 323  7.4  8.8  1.81 13.79  6.85 259 1017.8  15.3  16.5 999.0 99.0 99.00
2018 10 05 20 50 328  8.7 10.1  1.85 12.90  6.44 272 1017.2  15.4  16.6 999.0 99.0 99.00
2018 10 05 21 50 324  9.2 11.3  2.00 13.79  6.50 244 1016.5  15.4  16.6 999.0 99.0 99.00
2018 10 05 22 50 322  9.7 11.5  2.00 13.79  6.21 289 1016.0  15.5  16.6 999.0 99.0 99.00
2018 10 05 23 50 324 10.8 12.6  2.27 12.12  6.31 296 1015.8  15.6  16.6 999.0 99.0 99.00
2018 10 06 00 50 328  9.6 11.6  2.21 12.90  6.28 279 1015.1  15.7  16.5 999.0 99.0 99.00
2018 10 06 01 50 323 12.1 14.3  2.19 13.79  6.22 299 1015.1  15.6  16.5 999.0 99.0 99.00
2018 10 06 02 50 326 11.0 14.0  2.29 12.90  6.30 299 1015.5  15.7  16.4 999.0 99.0 99.00
2018 10 06 03 50 326  9.5 11.6  2.26 12.12  6.43 321 1015.6  15.7  16.4 999.0 99.0 99.00
2018 10 06 04 50 324  8.5 10.3  2.21 13.79  6.56 170 1015.8  15.7  16.3 999.0 99.0 99.00
2018 10 06 05 50 327  8.8 11.1  2.23 10.00  6.88 319 1015.7  15.7  16.2 999.0 99.0 99.00
2018 10 06 06 50 327 10.3 12.5  2.31 12.90  6.96 285 1015.1  15.7  16.2 999.0 99.0 99.00
2018 10 06 07 50 331  9.7 12.0  2.57 12.12  6.79 302 1014.8  15.7  16.1 999.0 99.0 99.00
2018 10 06 08 50 340  8.9 11.8  2.72  7.69  6.80 315 1014.8  15.7  16.0 999.0 99.0 99.00
2018 10 06 09 50 351  8.5 10.1  2.55 12.12  6.73 266 1014.6  15.6  16.0 999.0 99.0 99.00
2018 10 06 10 50 339  9.5 11.4  2.72  7.69  6.71 311 1013.7  15.6  15.8 999.0 99.0 99.00
2018 10 06 11 50 342  9.9 12.2  2.80  7.69  6.71 318 1013.3  15.4  15.8 999.0 99.0 99.00
2018 10 06 12 50 339  8.9 10.7  2.65  7.69  6.25 315 1013.2  15.4  15.6 999.0 99.0 99.00
2018 10 06 13 50 329  7.8  9.6  2.42  7.69  6.30 307 1013.2  15.6  15.5 999.0 99.0 99.00
2018 10 06 14 50 330  6.9  8.6  2.26  6.67  6.33 313 1013.6  15.6  15.5 999.0 99.0 99.00
2018 10 06 15 50 333  8.8 10.2  2.20 11.43  6.51 292 1013.7  15.1  15.5 999.0 99.0 99.00
2018 10 06 16 50 332  9.2 11.1  2.07 12.90  6.29 233 1013.8  14.8  15.5 999.0 99.0 99.00
2018 10 06 17 50 328 10.1 12.0  2.13 12.90  6.38 225 1013.8  14.6  15.6 999.0 99.0 99.00
2018 10 06 18 50 324  9.3 12.3  2.18 11.43  6.09 293 1013.4  15.4  15.8 999.0 99.0 99.00
2018 10 06 19 50 322 10.3 12.4  2.25 16.00  6.32 219 1012.7  15.8  15.9 999.0 99.0 99.00
2018 10 06 20 50 327 10.5 12.6  2.37  7.14  6.14 309 1012.1  16.0  16.0 999.0 99.0 99.00
2018 10 06 21 50 320 11.7 14.7  2.60  7.14  6.18 312 1011.2  16.0  16.0 999.0 99.0 99.00
2018 10 06 22 50 320 11.7 14.3  2.76  7.14  6.04 313 1010.6  15.8  16.0 999.0 99.0 99.00
2018 10 06 23 50 329 12.9 15.4  2.93  7.69  6.13 313 1010.1  15.9  16.0 999.0 99.0 99.00
2018 10 07 00 50 333 11.9 14.1  2.97  7.69  6.29 309 1010.0  15.6  15.9 999.0 99.0 99.00
2018 10 07 01 50 332 12.5 15.2  2.90  7.69  6.12 319 1009.8  15.3  15.7 999.0 99.0 99.00
2018 10 07 02 50 334  9.9 11.7  3.08  9.09  6.59 319 1010.3  15.2  15.4 999.0 99.0 99.00
2018 10 07 03 50 332 11.9 14.1  3.15  8.33  6.77 314 1010.4  15.1  15.4 999.0 99.0 99.00
2018 10 07 04 50 325 11.5 13.7  3.43  8.33  7.01 312 1010.4  15.1  15.3 999.0 99.0 99.00
2018 10 07 05 50 331 10.1 12.3  3.47  9.09  7.08 311 1010.5  15.1  15.2 999.0 99.0 99.00
2018 10 07 06 50 327 10.1 12.0  3.33 10.00  7.23 312 1010.5  15.0  15.1 999.0 99.0 99.00
2018 10 07 07 50 329  9.5 11.1  3.59 10.00  7.43 306 1010.6  15.0  15.2 999.0 99.0 99.00
2018 10 07 08 50 325  8.3 10.4  3.51  9.09  7.56 310 1010.5  15.0  15.1 999.0 99.0 99.00
2018 10 07 09 50 328  8.4 10.7  3.59  9.09  7.43 308 1010.4  15.1  15.1 999.0 99.0 99.00
2018 10 07 10 50 336  9.0 11.0  3.81 10.00  7.85 305 1010.2  15.0  15.1 999.0 99.0 99.00
2018 10 07 11 50 328  8.8 11.0  3.91 10.81  7.99 309 1010.1  14.9  15.1 999.0 99.0 99.00
2018 10 07 12 50 330  8.9 10.8  3.87 12.12  8.27 301 1010.5  14.9  15.1 999.0 99.0 99.00
2018 10 07 13 50 328  9.2 11.3  3.80 11.43  8.11 305 1010.5  14.9  15.0 999.0 99.0 99.00
2018 10 07 14 50 326  9.2 11.4  3.73 10.81  7.84 311 1011.0  15.0  15.0 999.0 99.0 99.00
2018 10 07 15 50 326  7.6  9.1  3.36 11.43  7.87 310 1011.4  15.3  15.0 999.0 99.0 99.00
2018 10 07 16 50 319  8.3  9.5  3.37 10.00  7.73 309 1011.0  15.5  15.0 999.0 99.0 99.00
2018 10 07 17 50 322  9.6 11.6  3.37 10.81  7.59 309 1010.7  15.2  15.0 999.0 99.0 99.00
2018 10 07 18 50 323 10.1 12.5  3.65 11.43  7.68 313 1010.4  15.4  15.0 999.0 99.0 99.00
2018 10 07 19 50 323  9.6 12.1  3.53 10.00  7.27 314 1010.1  15.5  15.1 999.0 99.0 99.00
